time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children,number_eligible_children,percentage_eligible_children,number_children_dis,number_children_sen,percentage_children_sen
2021-01-01,Local authority,E12000001,North East,E06000004,Stockton-on-Tees,15-hour entitlement,3 and 4-year-olds,4572,4681,97.7,817.0,257,5.6
2021-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,3 and 4-year-olds,5697,6709,84.9,1899.0,561,9.8
2021-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,3 and 4-year-olds,14408,16364,88.0,2057.0,702,4.9
2021-01-01,Local authority,E12000001,North East,E08000024,Sunderland,15-hour entitlement,3 and 4-year-olds,5800,6117,94.8,1610.0,546,9.4
2021-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3 and 4-year-olds,25987,28687,90.6,1982.0,2148,8.3
2021-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3 and 4-year-olds,4732,5539,85.4,502.0,316,6.7
2021-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,3 and 4-year-olds,5510,5791,95.2,785.0,286,5.2
2021-01-01,Local authority,E12000002,North West,E08000008,Tameside,15-hour entitlement,3 and 4-year-olds,5439,5834,93.2,940.0,375,6.9
2021-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,3 and 4-year-olds,4180,4498,92.9,799.0,345,8.3
2021-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,3 and 4-year-olds,4386,5450,80.5,533.0,241,5.5
2021-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,3 and 4-year-olds,2528,2702,93.6,526.0,231,9.1
2021-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3 and 4-year-olds,6667,8982,74.2,1561.0,585,8.8
2021-01-01,Local authority,E12000002,North West,E08000009,Trafford,15-hour entitlement,3 and 4-year-olds,5741,6028,95.2,542.0,305,5.3
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,3 and 4-year-olds,7991,8847,90.3,1397.0,496,6.2
2021-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,3 and 4-year-olds,6983,7981,87.5,1564.0,523,7.5
2021-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3 and 4-year-olds,6623,8499,77.9,744.0,544,8.2
2021-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3 and 4-year-olds,6965,8305,83.9,756.0,397,5.7
2021-01-01,Local authority,E12000002,North West,E06000007,Warrington,15-hour entitlement,3 and 4-year-olds,4479,4699,95.3,600.0,198,4.4
2021-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,3 and 4-year-olds,12411,13223,93.9,1294.0,565,4.6
2021-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3 and 4-year-olds,3531,3655,96.6,309.0,119,3.4
2021-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3 and 4-year-olds,17810,19108,93.2,2075.0,973,5.5
2021-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3 and 4-year-olds,2681,5820,46.1,475.0,204,7.6
2021-01-01,Local authority,E12000002,North West,E08000010,Wigan,15-hour entitlement,3 and 4-year-olds,6967,7601,91.7,1021.0,409,5.9
2021-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,3 and 4-year-olds,10467,11059,94.6,860.0,677,6.5
2021-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3 and 4-year-olds,3395,3543,95.8,192.0,152,4.5
2021-01-01,Local authority,E12000002,North West,E08000015,Wirral,15-hour entitlement,3 and 4-year-olds,6751,7240,93.2,1173.0,476,7.1
2021-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3 and 4-year-olds,4103,4227,97.1,284.0,244,5.9
2021-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,3 and 4-year-olds,6233,7198,86.6,1731.0,477,7.7
2021-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,3 and 4-year-olds,12072,12891,93.6,1463.0,1331,11.0
2021-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,3 and 4-year-olds,3608,3902,92.5,374.0,111,3.1
2022-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3 and 4-year-olds,6578,7589,86.7,1009.0,534,8.1
2022-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3 and 4-year-olds,8532,10538,81.0,917.0,535,6.3
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,15-hour entitlement,3 and 4-year-olds,5299,5675,93.4,861.0,314,5.9
2022-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3 and 4-year-olds,3653,3847,95.0,440.0,330,9.0
2022-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,3 and 4-year-olds,4421,4703,94.0,719.0,237,5.4
2022-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3 and 4-year-olds,5768,6387,90.3,551.0,346,6.0
2022-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,3 and 4-year-olds,28257,32296,87.5,7474.0,2826,10.0
2022-01-01,Local authority,E12000002,North West,E06000008,Blackburn with Darwen,15-hour entitlement,3 and 4-year-olds,3792,4077,93.0,589.0,439,11.6
2022-01-01,Local authority,E12000002,North West,E06000009,Blackpool,15-hour entitlement,3 and 4-year-olds,2884,3247,88.8,659.0,314,10.9
2022-01-01,Local authority,E12000002,North West,E08000001,Bolton,15-hour entitlement,3 and 4-year-olds,7192,7582,94.9,1273.0,553,7.7
2022-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,3 and 4-year-olds,7371,7921,93.1,885.0,643,8.7
2022-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,3 and 4-year-olds,2658,2925,90.9,236.0,109,4.1
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,15-hour entitlement,3 and 4-year-olds,13913,15232,91.3,2200.0,936,6.7
2022-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3 and 4-year-olds,7166,9269,77.3,569.0,719,10.0
2022-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,3 and 4-year-olds,4901,5221,93.9,874.0,341,7.0
2022-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,3 and 4-year-olds,9806,10871,90.2,1788.0,797,8.1
2022-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3 and 4-year-olds,7592,8624,88.0,637.0,530,7.0
2022-01-01,Local authority,E12000008,South East,E06000060,Buckinghamshire,15-hour entitlement,3 and 4-year-olds,12185,12949,94.1,1069.0,990,8.1
2022-01-01,Local authority,E12000002,North West,E08000002,Bury,15-hour entitlement,3 and 4-year-olds,4267,4602,92.7,652.0,306,7.2
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,15-hour entitlement,3 and 4-year-olds,4863,4772,101.9,919.0,381,7.8
2022-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,3 and 4-year-olds,13687,14651,93.4,1980.0,618,4.5
2022-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3 and 4-year-olds,3269,5664,57.7,732.0,349,10.7
2022-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,3 and 4-year-olds,7137,7218,98.9,720.0,524,7.3
2022-01-01,Local authority,E12000002,North West,E06000049,Cheshire East,15-hour entitlement,3 and 4-year-olds,8129,8213,99.0,714.0,320,3.9
2022-01-01,Local authority,E12000002,North West,E06000050,Cheshire West and Chester,15-hour entitlement,3 and 4-year-olds,7284,7564,96.3,758.0,380,5.2
2022-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3 and 4-year-olds,87,191,45.6,15.0,10,11.5
2022-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,3 and 4-year-olds,10396,11253,92.4,1306.0,567,5.5
2022-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3 and 4-year-olds,9865,10527,93.7,2484.0,762,7.7
2022-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,3 and 4-year-olds,7984,9293,85.9,1658.0,561,7.0
2022-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3 and 4-year-olds,8915,10664,83.6,1099.0,467,5.2
2022-01-01,Local authority,E12000002,North West,E10000006,Cumbria,15-hour entitlement,3 and 4-year-olds,9299,9264,100.4,1275.0,566,6.1
2022-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3 and 4-year-olds,2242,2247,99.8,466.0,171,7.6
2022-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,3 and 4-year-olds,6031,6401,94.2,1458.0,643,10.7
2022-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,3 and 4-year-olds,14928,16067,92.9,2686.0,1019,6.8
2022-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,3 and 4-year-olds,15005,14919,100.6,2096.0,1001,6.7
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,15-hour entitlement,3 and 4-year-olds,6751,7241,93.2,1408.0,462,6.8
2022-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,3 and 4-year-olds,6234,6381,97.7,712.0,355,5.7
2022-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,3 and 4-year-olds,7003,7632,91.8,1312.0,551,7.9
2022-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3 and 4-year-olds,8197,9130,89.8,906.0,773,9.4
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,15-hour entitlement,3 and 4-year-olds,6517,6233,104.5,697.0,278,4.3
2022-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,3 and 4-year-olds,10018,10754,93.2,1557.0,503,5.0
2022-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3 and 4-year-olds,7697,9358,82.2,1397.0,643,8.4
2022-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,3 and 4-year-olds,33586,34514,97.3,3317.0,1354,4.0
2022-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3 and 4-year-olds,3981,4035,98.7,796.0,300,7.5
2022-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,3 and 4-year-olds,13062,13823,94.5,1475.0,514,3.9
2022-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3 and 4-year-olds,6894,8432,81.8,1374.0,726,10.5
2022-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3 and 4-year-olds,6599,7684,85.9,1097.0,581,8.8
2022-01-01,Local authority,E12000002,North West,E06000006,Halton,15-hour entitlement,3 and 4-year-olds,2679,3008,89.1,781.0,193,7.2
2022-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3 and 4-year-olds,3133,4434,70.7,483.0,275,8.8
2022-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,3 and 4-year-olds,29018,29199,99.4,3429.0,1864,6.4
2022-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3 and 4-year-olds,5332,6824,78.1,758.0,444,8.3
2022-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3 and 4-year-olds,5942,6921,85.8,534.0,405,6.8
2022-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3 and 4-year-olds,2027,2039,99.4,739.0,188,9.3
2022-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3 and 4-year-olds,6474,6959,93.0,633.0,345,5.3
2022-01-01,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",15-hour entitlement,3 and 4-year-olds,3551,3842,92.4,530.0,179,5.0
2022-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,3 and 4-year-olds,27317,29330,93.1,4016.0,1703,6.2
2022-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3 and 4-year-olds,7607,8737,87.1,947.0,554,7.3
2022-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3 and 4-year-olds,6463,7618,84.8,678.0,739,11.4
2022-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3 and 4-year-olds,2295,2468,93.0,398.0,119,5.2
2022-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,3 and 4-year-olds,34,36,95.2,1.0,1,2.9
2022-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3 and 4-year-olds,3964,5013,79.1,1017.0,372,9.4
2022-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3 and 4-year-olds,2666,3092,86.2,396.0,178,6.7
2022-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3 and 4-year-olds,35288,37072,95.2,4602.0,1945,5.5
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,3 and 4-year-olds,5996,6570,91.3,1965.0,559,9.3
2022-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3 and 4-year-olds,3748,4308,87.0,334.0,254,6.8
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,3 and 4-year-olds,9673,10733,90.1,2032.0,619,6.4
2022-01-01,Local authority,E12000002,North West,E08000011,Knowsley,15-hour entitlement,3 and 4-year-olds,4077,4038,101.0,960.0,327,8.0
2022-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3 and 4-year-olds,5801,7090,81.8,1272.0,416,7.2
2022-01-01,Local authority,E12000002,North West,E10000017,Lancashire,15-hour entitlement,3 and 4-year-olds,25790,26275,98.2,4310.0,1545,6.0
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,3 and 4-year-olds,18844,19598,96.2,3282.0,1762,9.4
2022-01-01,Local authority,E12000004,East Midlands,E06000016,Leicester,15-hour entitlement,3 and 4-year-olds,8461,9602,88.1,1846.0,543,6.4
2022-01-01,Local authority,E12000004,East Midlands,E10000018,Leicestershire,15-hour entitlement,3 and 4-year-olds,14405,15113,95.3,1646.0,452,3.1
2022-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,3 and 4-year-olds,6561,8193,80.1,570.0,522,8.0
2022-01-01,Local authority,E12000004,East Midlands,E10000019,Lincolnshire,15-hour entitlement,3 and 4-year-olds,14505,15747,92.1,3470.0,989,6.8
2022-01-01,Local authority,E12000002,North West,E08000012,Liverpool,15-hour entitlement,3 and 4-year-olds,10999,11918,92.3,2522.0,1055,9.6
2022-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,3 and 4-year-olds,5997,6630,90.5,1096.0,415,6.9
2022-01-01,Local authority,E12000002,North West,E08000003,Manchester,15-hour entitlement,3 and 4-year-olds,12947,14288,90.6,3998.0,1163,9.0
2022-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,3 and 4-year-olds,6819,7247,94.1,971.0,439,6.4
2022-01-01,Local authority,E13000002,Outer London,E09000024,Merton,15-hour entitlement,3 and 4-year-olds,4668,5477,85.2,556.0,391,8.4
2022-01-01,Local authority,E12000001,North East,E06000002,Middlesbrough,15-hour entitlement,3 and 4-year-olds,3797,3761,101.0,1161.0,333,8.8
2022-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,3 and 4-year-olds,7118,7380,96.5,876.0,345,4.8
2022-01-01,Local authority,E12000001,North East,E08000021,Newcastle upon Tyne,15-hour entitlement,3 and 4-year-olds,6219,6611,94.1,1833.0,605,9.7
2022-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,3 and 4-year-olds,9047,10552,85.7,915.0,686,7.6
2022-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,3 and 4-year-olds,16950,18203,93.1,2873.0,939,5.5
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,3 and 4-year-olds,3468,3661,94.7,736.0,174,5.0
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,3 and 4-year-olds,3320,3618,91.8,847.0,219,6.6
2022-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,15-hour entitlement,3 and 4-year-olds,7605,8677,87.6,1111.0,585,7.7
2022-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,3 and 4-year-olds,4264,4539,93.9,453.0,203,4.8
2022-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,3 and 4-year-olds,4479,4467,100.3,674.0,362,8.1
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,3 and 4-year-olds,11653,11761,99.1,1339.0,535,4.6
2022-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,3 and 4-year-olds,6318,6115,103.3,995.0,581,9.2
2022-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,3 and 4-year-olds,6918,7987,86.6,1810.0,398,5.8
2022-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,3 and 4-year-olds,17308,17907,96.7,3131.0,695,4.0
2022-01-01,Local authority,E12000002,North West,E08000004,Oldham,15-hour entitlement,3 and 4-year-olds,6265,6592,95.0,1374.0,569,9.1
2022-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3 and 4-year-olds,14657,15526,94.4,1627.0,1186,8.1
2022-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,3 and 4-year-olds,5613,6202,90.5,991.0,336,6.0
2022-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,3 and 4-year-olds,5192,5702,91.1,811.0,374,7.2
2022-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3 and 4-year-olds,4334,4792,90.4,902.0,219,5.1
2022-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3 and 4-year-olds,3779,4321,87.5,697.0,294,7.8
