time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,30-hour entitlement,Total,Total,91,51,56,720,454,63
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,15-hour entitlement,Total,Total,87,51,59,1563,1267,81
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,30-hour entitlement,Total,Total,53,37,70,299,256,86
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,15-hour entitlement,Total,Total,71,48,68,1553,1227,79
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,30-hour entitlement,Total,Total,33,19,58,83,51,61
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,15-hour entitlement,Total,Total,146,78,53,2420,1440,60
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,30-hour entitlement,Total,Total,126,67,53,824,476,58
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,15-hour entitlement,Total,Total,174,74,43,3130,1540,49
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,30-hour entitlement,Total,Total,152,72,47,1191,619,52
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,15-hour entitlement,Total,Total,116,21,18,2772,639,23
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,30-hour entitlement,Total,Total,88,18,20,799,178,22
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,15-hour entitlement,Total,Total,124,47,38,2128,1067,50
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,30-hour entitlement,Total,Total,103,37,36,655,275,42
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,15-hour entitlement,Total,Total,97,36,37,2161,1186,55
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,30-hour entitlement,Total,Total,61,27,44,374,234,63
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,15-hour entitlement,Total,Total,169,123,73,3364,2760,82
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,30-hour entitlement,Total,Total,117,90,77,587,460,78
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,15-hour entitlement,Total,Total,67,28,42,1118,569,51
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,30-hour entitlement,Total,Total,34,11,32,141,35,25
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,15-hour entitlement,Total,Total,90,28,31,3500,1339,38
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,30-hour entitlement,Total,Total,76,26,34,908,367,40
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,15-hour entitlement,Total,Total,177,94,53,3714,1958,53
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,30-hour entitlement,Total,Total,155,80,52,1284,653,51
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,15-hour entitlement,Total,Total,182,53,29,3026,1293,43
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,30-hour entitlement,Total,Total,185,50,27,1405,544,39
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,15-hour entitlement,Total,Total,149,61,41,3468,1944,56
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,30-hour entitlement,Total,Total,109,52,48,865,455,53
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,15-hour entitlement,Total,Total,258,89,34,5136,2362,46
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,30-hour entitlement,Total,Total,235,76,32,1941,838,43
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,15-hour entitlement,Total,Total,226,52,23,4915,1872,38
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,30-hour entitlement,Total,Total,203,44,22,1656,612,37
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,15-hour entitlement,Total,Total,154,91,59,3367,2195,65
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,30-hour entitlement,Total,Total,125,75,60,926,613,66
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,15-hour entitlement,Total,Total,171,62,36,3629,1676,46
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,30-hour entitlement,Total,Total,154,57,37,1223,626,51
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,15-hour entitlement,Total,Total,177,58,33,2836,1270,45
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,30-hour entitlement,Total,Total,166,56,34,1115,441,40
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,15-hour entitlement,Total,Total,137,64,47,3144,1844,59
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,30-hour entitlement,Total,Total,116,45,39,1081,615,57
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,15-hour entitlement,Total,Total,157,48,31,3518,1232,35
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,30-hour entitlement,Total,Total,147,47,32,1517,612,40
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,15-hour entitlement,Total,Total,161,60,37,2772,1515,55
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,30-hour entitlement,Total,Total,158,53,34,942,453,48
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,15-hour entitlement,Total,Total,141,54,38,2954,1423,48
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,30-hour entitlement,Total,Total,128,47,37,902,372,41
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,15-hour entitlement,Total,Total,79,39,49,1537,1034,67
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,30-hour entitlement,Total,Total,86,37,43,667,430,64
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,15-hour entitlement,Total,Total,119,71,60,1662,1158,70
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,30-hour entitlement,Total,Total,115,66,57,610,432,71
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,15-hour entitlement,Total,Total,163,50,31,3885,1379,35
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,30-hour entitlement,Total,Total,147,46,31,1337,478,36
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,15-hour entitlement,Total,Total,148,85,57,2592,1926,74
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,30-hour entitlement,Total,Total,121,62,51,782,512,65
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,15-hour entitlement,Total,Total,122,36,30,2033,987,49
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,30-hour entitlement,Total,Total,121,35,29,912,445,49
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,Total,Total,111,50,45,2476,1459,59
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,30-hour entitlement,Total,Total,112,48,43,1128,664,59
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Total,Total,32064,11906,37,642585,330038,51
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Total,18386,8678,47,555680,282721,51
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Early years childcare providers,17832,8506,48,546429,278158,51
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Sure start children's centres,260,116,45,7813,3897,50
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Other private or voluntary providers,294,56,19,1438,666,46
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Independent schools,Independent schools,806,702,87,25525,21825,86
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Local authority day nurseries,Local authority day nurseries,229,131,57,8911,5481,62
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Other,Other,89,43,48,2940,1750,60
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,State-funded governor-run,State-funded governor-run,937,573,61,22532,13258,59
2022,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Childminders,Childminders,11617,1779,15,26997,5003,19
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,15-hour entitlement,Total,Total,1118,450,40,20676,12235,59
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,15-hour entitlement,Total,Total,3920,1514,39,82888,45347,55
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,15-hour entitlement,Total,Total,3105,1122,36,57074,30685,54
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,15-hour entitlement,Total,Total,2873,1008,35,54819,27197,50
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,15-hour entitlement,Total,Total,3129,1260,40,68203,35067,51
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,15-hour entitlement,Total,Total,3936,1265,32,78272,36075,46
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,15-hour entitlement,Total,Total,4489,1963,44,90892,49356,54
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,15-hour entitlement,Total,Total,5878,2156,37,121594,63011,52
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,15-hour entitlement,Total,Total,3616,1168,32,68167,31065,46
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,15-hour entitlement,Total,Total,1524,767,50,30416,18125,60
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,15-hour entitlement,Total,Total,2965,1196,40,60476,31231,52
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,15-hour entitlement,Total,Total,42,19,45,1048,724,69
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,15-hour entitlement,Total,Total,230,96,42,4573,2957,65
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,15-hour entitlement,Total,Total,70,31,44,1932,980,51
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,15-hour entitlement,Total,Total,36,9,25,407,152,37
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,15-hour entitlement,Total,Total,67,0,0,1089,0,0
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,15-hour entitlement,Total,Total,120,58,48,2813,1879,67
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,15-hour entitlement,Total,Total,99,45,45,1787,1054,59
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,15-hour entitlement,Total,Total,178,87,49,2589,1708,66
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,15-hour entitlement,Total,Total,62,19,31,521,253,49
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,15-hour entitlement,Total,Total,60,25,42,1234,822,67
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,15-hour entitlement,Total,Total,87,34,39,1279,774,61
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,15-hour entitlement,Total,Total,67,27,40,1404,932,66
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,15-hour entitlement,Total,Total,88,32,36,2206,1170,53
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,15-hour entitlement,Total,Total,70,24,34,1709,851,50
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,15-hour entitlement,Total,Total,133,60,45,3118,2169,70
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,15-hour entitlement,Total,Total,108,44,41,2186,1133,52
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,15-hour entitlement,Total,Total,218,117,54,4654,3326,71
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,15-hour entitlement,Total,Total,194,93,48,4170,2815,68
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,15-hour entitlement,Total,Total,190,74,39,3566,1698,48
